id,State,District,Name,Category,Imgae,Description,ByAir,ByTrain,ByRoad
34,Uttarkhand,Pauri garhwal,Shri koteshwar mahadev temple,Others,https://i.postimg.cc/Kjm3566N/34.jpg,"Situated at an elevation of 1428 mts., this temple has a great following among childless couples. The temple houses a Shivlinga and is surrounded by the Himalayan ranges in the east, Haridwar in the west and the Siddha Peeth Medanpuri Devi temple in the south. Legend has it that a village woman inadverdently hit a shiv Linga while digging. Divine voices were then heard, directing the people to construct a temple dedicated to Shiva. Accordingly, the Koteshwar Mhadev temple was erected. It is believed that childless couples who chant the Mahamrityunjaya mantra during the whole month of Shravana with full faith & devotion are blessed by the Lord and their wishes are granted.",58 KM from Pantnagar Airport.,22 KM from Kathgodam Railway Station.,Bhimtal is 22 KM from Nainital and 11 KM from Bhowali. Its distance is 28 KM from Haldwani.
35,Uttarkhand,Pithoragarh,Chandak,Adventure,https://i.postimg.cc/Ls6xXWCr/35.jpg,Chandak refers to a hill that is famous for housing a temple dedicated to the Hindu deity â€˜Manuâ€™ and is situated at a distance of 8 kilometers from Pithoragarh. The location is one of the best spots for hang gliding and the magnetite mining factory is also located near the valley.,Null,Null,Null
36,Uttarkhand,Pithoragarh,Narayan ashram,Adventure,https://i.postimg.cc/NM88k7z1/36.jpg,"The ashram was established by Narayan Swami in 1936, about 136 kms north of Pithoragarh and 14 kms from Tawaghat. This spiritual cum socio educational centre is set at an altitude of 2734 metres amidst scenic surroundings. It has a school for local children and imparts training to local youth. There is also a library, meditation room and samadhi sthal.",Null,,
37,Uttarkhand,Tehri garhwal,Devprayag,Others,https://i.postimg.cc/hv1rKWWz/37.jpg,"All cities of Uttarakhand have a history in their own right, but Devprayag has its own unique history. This town is a place of Pandits who belongs to Badrinath Dham. Those who do not know where the rise of the Ganges is due to them, we should tell them that the birth of Ganga starts from here after the merging of two rivers named as Bhagirathi and Alaknanda. Bhagirthi comes from Gangotri and Alaknanda comes from Â SatopanthÂ and Bhagirath KharakÂ glaciers.",7 km from nainisaini airport,280 km from kathgodam station,500 mt from district headquarter
38,Uttarkhand,Tehri garhwal,Dhanaulti,Others,https://i.postimg.cc/RZD2kfTr/38.jpg,"Dhanaulti, located amidst thick, virgin forests of Deodar, Rhododendron and Oak, has an atmosphere of perfect peace & tranquility. The long wooded slopes, relaxed outdoors, cool crossing breeze, warm and hospitable inhabitants, lovely weather and fabulous view of snow covered mountain makes it an ideal retreat for a relaxed holiday. Situated on the Mussoorie-Chamba route, Dhanaulti is 24 kms. From Mussoorie and 29 Kms. From Chamba. For accommodation, Tourist Rest House, Forest Rest House and a couple of guest houses are available.",12 km from naini saini airport,280 km from kathgodam railway station,10 km from district headquarter and 3 km on foot
39,Uttarkhand,Tehri garhwal,Kunjapuri,Others,https://i.postimg.cc/LsNXjxkd/39.jpg,"Kunjapuri is the name given to a peak having an altitude of about 1,676 m above from the sea level. There is a holy temple named as Kunjapuri temple and one of the most visited places of Tehri district not because of just its story relatedÂ to gods and goddesses but also for his panoramic view of Garhwal Himalayan peaks. It commands a beautiful view of the snow-ranges of the HimalayasÂ like Swargarohini, Gangotri, Banderpunch and Chaukhamba and of the valley of the Bhagirathi like Rishikesh, Haridwar and DoonValley. It is 7 km far away from Narendra Nagar, 15 km from Rishikesh and 93 km far away from Devaprayag.",92 km from pantnagar airport,280 km from kathgodam railway station,230 km from Haldwani city
40,Uttarkhand,Udham singh nagar,Dam in udhamsinghnagar,Others,https://i.postimg.cc/5y1Q3XHT/40.jpg,"A dam has been constructed on river Saryu at Nanak Matta forming Nanak Sagar which adds up to the beauty of Nanakmatta . The dams of Baur, Haripura, Nanakmatta,Dhaura,Tumaria,Baigul are present in the district which have made this land extremely fertile. Only Lohia Head on river Sharda in Khatima generates electricity.","The nearest airport to New Tehri is Jolly Grant airport, it is  located at a distance of 86 kilo meters away from the area. Flights available from Delhi to Jolly grant airport on a regular basis. Cabs and taxis are easily available for hiring to New Tehri and neighboring areas.",The nearest railway station to New Tehri is placed in Rishikesh. The Rishikesh railway station is at a distance of 72 kilo meters from New Tehri. Motorable roads are also well joined with New Tehri. The common connecting city is Delhi for most of the trains.,"New Tehri is the headquarters of Tehri Garhwal region so it is well connected with most of the major cities in the state, like Haridwar, Rishikesh and Dehradun. Buses and cabs are easily available from the major cities across the Grahwal region."
41,Kerala,Alappuzha,Sarada mandiram,Religious,https://i.postimg.cc/BvW51m7S/26.jpg,A.R Rajaraja Varma Valiya Koyithampuran who was famous as â€˜Kerala Paniniâ€™ was a great poet and grammarian. The Malayalam literature is much indebted to Sri. A.R Thampuran. Saradha Mandiram was built by him as his residence. Now it is bought by the State Govt. & kept as his memorial.,Nearest Airport - Cochin International Airport  ( 131 Km ),Alappuzha Railway Station - 1 hr 27min,"NH 66(44.1 Km),alappuzha -Veliyanad Road (1 hr 26 min)"
42,Kerala,Alappuzha,Alappuzha beach,others,https://i.postimg.cc/13DnbsMS/27.jpg,"This is one of the most popular picnic spots in Alappuzha. The pier, which extends into the sea here, is over 137 years old. Entertainment facilities at the Vijaya Beach Park add to the attractions of the beach. There is also an old light house which is greatly fascinating to visitors.",Kochi International Airport - 90 Km,Alappuzha railway station  - Less than 1 km,Bus Station -  4.5 Km
43,Kerala,Alappuzha,Sea view park,Natural,https://i.postimg.cc/mDngt5VV/28.jpg,The park offers boating facilities and a swimming pool.,Kochi International Airport            - 132 Km,Alappuzha Railway Station - Less than 1 Km,Alappuzha Bus Station  - 4.5 Km
44,Kerala,Alappuzha,Vijay beach park,Adventure,https://cdn.s3waas.gov.in/s3fe9fc289c3ff0af142b6d3bead98a923/uploads/bfi_thumb/2018032187-olweioop0w4qwfd1mcnth07axk6yqk6tfuacwa9wga.jpg,Picnic spot with childrenâ€™s park & boating facilities.,Kochi International Airport            - 90 Km,Alappuzha Railway Station - 1 Km,Alappuzha Bus Station  - 4.5 Km
45,Kerala,Alappuzha,R.block,Adventure,https://cdn.s3waas.gov.in/s3fe9fc289c3ff0af142b6d3bead98a923/uploads/bfi_thumb/2018031477-olwej3q428pc26r76j5ukweofq4u5puitwq4kpnloq.jpg,These regions are wonders of the indigenous agricultural engineering know-how of Kerala and remind the visitor of the famous dikes of Holland. Extensive areas of Land have been reclaimed from the backwaters and are protected by dikes built all around . Here cultivation and habitation are made possible four to ten feet below Sea Level. A leisurely cruise along the Canals that surround these Kayals is a memorable experience.,Kochi International Airport - 88.4 Km,Alappuzha Railway Station - 44.2 Km,Alappuzha KSRTC Bus stand - 38.7 Km
46,Kerala,Alappuzha,Pathiramanal,Natural,https://i.postimg.cc/2jX0S7Y6/29.jpg,"According to mythology a young Brahmin dived into the Vembanadu lake to perform his evening ablutions and the water made way for land to rise from below, thus creating the enchanting island of (sands of midnight) Pathiramanal . This little island on the backwaters is a favourite haunt of hundred of rare migratory birds from different parts of the world. The island lies between Thaneermukkom and Kumarakom, and is accessable only by boat.",Nearest Airport: Kochi - Cochin International Airport (92.3 Kms),Alappuzha Railway Station (21.2 Km),Alappuzha KSRTC Bus stand (21 Km)
47,Kerala,Alappuzha,Karumadikkuttan,others,https://cdn.s3waas.gov.in/s3fe9fc289c3ff0af142b6d3bead98a923/uploads/bfi_thumb/2018032234-olweih5zi7ugbjnyu9esx23m6h810zcyqt2h22l1u2.jpg,"â€˜Karumadikkuuttanâ€™ , a renowned Buddhist pilgrim centre in Karumady, Ambalapuzha about 20 Km towards south east to the district head quarters on Ambalapuzha-Thiruvalla Road. â€˜Karumadikkuttanâ€™ is a special Buddha statue made of solid black granite, dates back to the 11th century. The site is today under the protection of Kerala Archaeology Department. People from across the nation and abroad come here to pay homage and seek blessings, as stories about its wonderful healing properties have spread far and wide.",Nearest Airport is Kochi International Airport (108 Km.),Ambalapuzha Railway Station - 4 Km,Ambalapuzha Bus Station - 4.5 Km
48,Kerala,Alappuzha,Kumarakodi,others,https://cdn.s3waas.gov.in/s3fe9fc289c3ff0af142b6d3bead98a923/uploads/bfi_thumb/2018032278-olweih5zi7ugbjnyu9esx23m6h810zcyqt2h22l1u2.jpg,"20 km south of Alappuzha, Mahakavi Kumaranasan, one of the greatest poets of modern Kerala is laid to rest here. He was the P.D Shelly of Malayalam Literature. Kumaranasan brought great changes in literature and could give the clarions call for changing the society also.",Nearest Airport : Kochi International Airport - 120 Km,Ambalapuzha /Harippad Railway Station - 15 Km,Ambalapuzha Bus Station - 14 Km
49,Kerala,Alappuzha,Krishnapuram palace,Natual,https://i.postimg.cc/NMvVNfKX/1.jpg,"Krishnapuram Palace Built by Marthandavarma MaharajaÂ  at Kayamkulam in Karthikappally TalukÂ Â  is famous for its mural depicting the story of â€˜Gajendramokshamâ€™. Dating back to the 18th century, this exquisite piece of art is one of the largest murals in Kerala. This Palace museum houses antique sculptures, paintings and bronzes.","Thiruvannathapuram International Airport  - 103 Km
Kochi   International Airport                        - 132 Km",Kayamkulam Railway Station   - 2 Km,On NH 66 Km
50,Kerala,Ernakulam,Edapally st. george forane church,Religious,https://i.postimg.cc/k5s8HT4y/2.webp,"Edappally, about 10 km away from the city, is famous for the St. George Forane Church, one of the oldest Roman Catholic Churches in the State. The church, popularly known as Edappally Pally, was a small structure at the time of its construction in 594 AD. In 1080 AD, a bigger church was built adjacent to the old one to accommodate the congregation that had grown greatly in number. The Edappally pilgrim church was the richest Catholic shrine in Kerala. Due to the uncountable miracles of Edappally St George, the Catholic Church were deciding to elevate this miraculous Church to the status of a National Shrine Basilica.100000+ holy masses were conducted in every year in this holy land.","The nearest airport is Cochin International Airport Nedumbassery, approximately 22 km from the church.",At a distance of 7.5 km from Ernakulam Junction (South) Railway Station.,"It is accessible by road from any part of India. Two national highways NH 47 and NH 17 join the bypass junction at Edappally which begins and continues up to Panvel, Maharashtra, in India."
51,Kerala,Ernakulam,Bolgatty palace,Adventure,https://i.postimg.cc/6pLMhskj/3.jpg,"This is the oldest palace built by the Dutch outside the Kingdom of Holland. The palace was built by a Dutch merchant in 1744. Later, it was renovated with a magnificent lawn and a number of reforms. The palace served as the official residence of Dutch Governor.",The nearest airport is Cochin International Airport which is 30 km from the palace.,"Nearest railway stations: Ernakulam Jn, about 6 Km/Ernakulam Town, about 5 Km","Nearest bus terminal: Ernakulam, about 5 Km"
52,Kerala,Ernakulam,Wonderla,Adventure,https://i.postimg.cc/Z5rMDvdL/4.jpg,"The loudest, craziest, and the most amazing part of town. This simply is not just an amusement park, but a world of breath-taking charm. Itâ€™s a place to celebrate the smaller moments and share big wonders. Get on one of the 50+ exhilarating rides, or simply laze by the pool under the bright sun. But whatever you do, here, everybody gets a little closer. And that is why we are the Amazement Park.","The nearest airport is Cochin International Airport Nedumbassery, approximately 26 km or 16.2 miles from the Park.",At a distance of 18.8 km from Kochi City Centre Railway Station.,"From Ernakulam south station, board on to Kakkanad bus. From Kakkanad nearly 7 km to Wonderla. Buses towards Muvattupuzha / Thodupuzha via Pallikkara will drop you at Wonderla Main Gate."
53,Kerala,Ernakulam,Mangalavanam bird sanctuary,Natural ,https://i.postimg.cc/qRfXf1Hh/5.jpg,"Mangalavanam Bird Sanctuary is a bird sanctuary in the city of Ernakulam district of Kerala state in India.It is located in the heart of Kochi city and has an area of 0.0274 sq km. A large number of migratory birds visit this place. Spiders and bats are the main attractions here. The Mangalavanam Bird Sanctuary which was established in 2004 is the smallest protected area under the state forest department. It is the only bird sanctuary in Kerala which is located in Mangrove forests. The word Mangal means mangroves in Portuguese. A survey conducted in May 2006 found that there are 194 birds in 32 species. The number of bird species recorded so far from this area is 72. In addition, 17 species of butterflies are recorded here. There are 51 different types of spiders","Nearest airport: Nedumbassery International Airport, about 34 km.","Nearest railway station: Ernakulam South, about 4 km.",Ernakulam is located around 3 KM away from Mangalavanam so if you travel at the consistent speed of 50 KM per hour you can reach Mangalavanam in 0 hours and 4 minutes.
54,Kerala,Ernakulam,Ernakulam shiva temple,Historic,https://i.postimg.cc/zXPhZxnz/6.jpg,"Located in the heart of Ernakulum city in Kerala, Ernakulam Shiva Temple is one of the rare Shiva Temples where God faces sea towards west. Very popular as Ernakulathappan, this temple is dedicated to Lord Shiva. Built during the Maharaja rule, the temple is located in the Durbar Hall Ground. The history of the shrine is linked with the history of the city. As per the legend, it was one of the 7 royal temples of Kochi Maharajas but now it is controlled by administration of Cochin Devasom Board. It is one of the 108 Shiva temples in Kerala dedicated by Lord Parasurama.",The nearest airport is Cochin International Airport which is 35 km from the temple.,"Ernakulam North Railway Station, Ernakulam South Railway Station, and Aluva Railway Station are nearest to the temple.","There are buses to Ernakulam from Bangalore, Chennai, Mangalore, Salem, Coimbatore, Madurai and from all major towns in Kerala. Most long-running buses pass through the MG Road and the nearest bus stop is South or Pallimukku. The KSRTC bus station is 2 KM away from the temple. Local private buses can be used once you are in Ernakulam town."
55,Kerala,Ernakulam,Hill palace,Historic,https://i.postimg.cc/TYywmfDx/7.webp,"Hill Palace, built in 1865, is the largest archaeological museum in Kerala and the administrative center of Cochin. The palace consists of 49 buildings in the local style of 54 acres and includes the Hill Palace Archaeological Museum, Heritage Museum, Deer Park, Prehistoric Park and Childrenâ€™s Park. There are many medicinal plants around the palace. The Museum Hill Palace is now open to the public for days on Mondays. The Hill Palace is located at a distance of 14 km from Kochi. Hill Palace was built in 1865 by the Maharaja Of Cochin using his personal wealth.","Nearest airport: Nedumbassery International Airport, about 32 km.","Nearest railway station: Tripunithura Railway Station, about 2 km.","About 12 km from Ernakulam, this palace could be reached by bus or by auto rickshaw."
56,Kerala,Ernakulam,Fort kochi,Historic,https://i.postimg.cc/wBbx3rjM/8.jpg,"Fort Kochi, the western part of the Kochi city of Ernakulam district in Kerala. It is about 12 km away from Ernakulam Town. Fort Kochi has played an important role in the history of Kerala. Fort Kochi also has several attractions like the Santa Cruz Basilica. Fort Kochi also houses many historical monuments such as the St. Francis Church, the first church of Vasco da Gama, the Dutch Seminary, the China Vela and many others. The Indian Navyâ€™s ship, Dronacharya, is located in Fort Kochi.","Nearest airport: Nedumbassery International Airport, about 36.5 km.","Nearest railway station:  Ernakulam Junction Station, about 12.5 km.",Fort Cochin (Fort Kochi) is 15 minutes away from Ernakulam by ferry.
57,Kerala,Ernakulam,Bhoothathaankettu,Religious,https://i.postimg.cc/gcy9T5bh/10.webp,Scenic dam site with boating facilities is situated in a vast virgin forest. It is a popular picnic sport with Salim Ali Bird Sanctuary near by.,"Nearest airport: Nedumbassery International Airport, about 42.2 km.","Nearest railway station: Ernakulam Junction Station, about 60.9 km.",1 h 57 min (62.8 km) via Aluva - Munnar Rd
58,Kerala,Ernakulam,Cherai beach,Natural ,https://i.postimg.cc/0jhJmQ56/11.jpg,"Around two dozen kilometers from the industrial district of Ernakulam and to the side of the Vypeen Island lies every swimmerâ€™s paradise, Cherai Beach. It is a favorite haunt of those looking for a relaxing swim with the backdrop of coconut groves being the added incentive. It provides a wonderful view of the famous Chinese Fishing Nets or Cheena Vala well. The nearby shacks provide you with fresh cuisine that fills you up perfectly after a delightful swim.","Nearest airport: Nedumbassery International Airport, about 20 km.","Nearest railway station: Ernakulam Junction Station, about 26 km",The best way in is the ferry from Cochin to Vypeen Island and then a local bus to Cherai Junction. From there it is an auto-rickshaw to the beach.
59,Kerala,Idukki,Kulamavu dam,Natural ,https://i.postimg.cc/C1XjCJmL/12.jpg,"
Kulamavu dam is a part of Idukki Hydro Electric Project and is located in Idukki District of Kerala State. Idukki Arch dam, Cheruthoni dam and Kulamavu dam together form the Idukki reservoir. . The water from the reservoir is diverted through a 2027m long power tunnel & pressure shaft with average length 975m to an underground power house with an installed capacity 780 MW located at Moolamattom. The reservoir is augmented by diverting water from adjacent streams.
",Null,Null,Null
60,Kerala,Idukki,Cheruthoni dam,Natural ,https://i.postimg.cc/xjmHDv6M/13.jpg,"Cheruthoni dam is a part of Idukki Hydro Electric Project and is located in Idukki District of Kerala State. Idukki Arch dam, Cheruthoni dam and Kulamavu dam together form the Idukki reservoir. The spill way of this reservoir is provided in Cheruthoni dam. The water from the reservoir is diverted through a 2027m long power tunnel & pressure shaft of average length 975m to an underground power house with an installed capacity 780 MW located at Moolamattom. The reservoir is augmented by diverting water from adjacent streams.",Null,Null,Null
61,Kerala,Idukki,"Periyar tiger reserve, thekkady",Natural ,https://i.postimg.cc/Y2bN9g4h/36.jpg,"The very sound of the word Thekkady conjures up images of elephants, unending chains of hills and spice scented plantations. The Periyar forests of Thekkady is one of the finest wildlife reserves in India. Spreads across the entire district are the picturesque plantations and hill towns that nestle beautiful trails for treks and mountain walks.","Nearest airport: Madurai, about 140 km and Cochin International Airport, about 190 km from Thekkady","Nearest railway station: Kottayam Railway Station, about 110 km from Thekkady","State Buses operate on a regular basis from the nearby cities like Kottayam, Kochi and Trivandrum. Alternatively, you can also book a cab from any of the nearby cities and travel to Thekkady."
62,Kerala,Idukki,Munnar,Natural ,https://i.postimg.cc/NGbt0VCc/14.jpg,"Munnar rises as three mountain streams merge  â€“ Mudrapuzha, Nallathanni and Kundala. 1,600 m above sea level, this hill station was once the summer resort of the erstwhile British Government in South India. Sprawling tea plantations, picturesque towns, winding lanes and holiday facilities make this a popular resort town. Among the exotic flora found in the forests and grasslands here is the Neelakurinji. This flower which bathes the hills in blue once in every twelve years, will bloom next in 2018. Munnar also has the highest peak in South India, Anamudi, which towers over 2,695 m. Anamudi is an ideal spot for trekking.","Nearest airport: Cochin International Airport, via Aluva - Munnar Rd, about 108 km","Nearest railway station: Aluva about 108 km and Angamali, about 109 km","From Kochi: Munnar is located about 130 km from Kochi, along the National Highway 49 and the road trip takes about 4.5 hours.
From Madurai: Munnar is roughly at a distance of 153 km from Madurai.
From Coimbatore: The distance from Munnar to Coimbatore is about 160 km and the journey can take up to 4 hours."
63,Kerala,Idukki,Idukki arch dam,Natural ,https://i.postimg.cc/25xcwpZj/15.jpg,"The Idukki Dam, located in Kerala, India, is a 168.91 m (554 ft) tall arch dam. The dam stands between the two mountains â€“ Kuravanmala (839)m and Kurathimala (925)m. It was constructed and is owned by the Kerala State Electricity Board. It supports a 780 MW hydroelectric power station.",Nearest Airport - Cochin,Nearest Railway Station - Aluva,"Thodupuzha to Idukki - 60km, 
Cochin to Idukki - 120Km"
64,Kerala,Kannur,Paithalmala,Natural ,https://i.postimg.cc/C586bRCX/16.jpg,"Pythalmala, also called Vaithalmala, is a hill station situated in the Kannur region of Kerala. Snuggled in the Western Ghats, the trek takes you through dense forests and opens up to a wide expanse that goes to the Pythalmala peak.",Nearest Airport is the Kannur International Airport. Distance travel to reach the destination is 45 km via NH66.,Nearest Railway station is Kannur Railway Station. Distance travel to reach the destination is 56.6 km via Chirakkal - Mayyil - Kololam Rd/Puthiyatheru - Kambil - Mayyil - Sreekandapuram Rd/Puthiyatheru - Mayyil - Kololam Rd,From the Kannur Thavakkara town busstand it will take 56.6 km to reach the paithalmala  via Chirakkal - Mayyil - Kololam Rd/Puthiyatheru - Kambil - Mayyil - Sreekandapuram Rd/Puthiyatheru - Mayyil - Kololam Rd
65,Kerala,Kannur,Kannur fort,Historic,https://i.postimg.cc/HxdLqMn4/17.jpg,"Built by the first Portuguese Viceroy in India, Don Francesco de Almeida (1505), St. Angeloâ€™s Fort is among the most historic sites in Kannur.Â ",Nearest Airport is the Calicut Internation Airport. Distance travel to reach the destination is 115 km.,Nearest Railway station is Kannur Railway Station. Distance travel to reach the destination is 3.8 km via Red Cross Road,From the Kannur Thavakkara town busstand it will take 2.0 km to reach the kannur fort ( via Ayikkara Government Hospital Rd)
66,Kerala,Kannur,Payyambalam beach,Natural,https://i.postimg.cc/5t3JFR9L/18.webp,The Payyambalam Beach is an impeccably maintained destination in Kannur. This secluded location is known for providing one with the opportunity to simply relax or enjoy a family picnic in absolute tranquillity. Surfing and swimming options are also available for those who seek a little adventure. Being close to Kannur town has made it a favourite haunt for tourists and locals alike.,Nearest Airport is the Kannur International Airport. Distance travel to reach the destination is 32 km.,Nearest Railway station is Kannur Railway Station. Distance travel to reach the destination is 2.7 km via Red Cross Road,From the Kannur Thavakkara town busstand it will take 2.9 km to reach the payyambalam beach.
67,Kerala,Kasargod,Valiyaparamba,Natural ,https://i.postimg.cc/d1xz2Mbk/19.jpg,"Separated from the mainland by backwaters, Valiyaparamba fishing village is an island with the Arabian Sea as one of the borders. Located about 30 km from Bekal, Valiyaparamba backwaters is one of the most picturesque backwater boroughs in Kerala. The island located in River Tejeswini, is known for its natural beauty.","Located at a distance of 105 Kilometers from Mangalore Airport,",Cheruvathur is the nearest railway station which is 5km from Valiyaparamba.,Valiyaparamba is around 50 Kms away from Kasargod
68,Kerala,Kasargod,Ranipuram hill station,Natural ,https://i.postimg.cc/fRsTtXj4/20.jpg,RANIPURAM Formerly known as Madathumala. About 48 KMs east of Kanhangad. Lying 780 meters above sea level. In beauty and boundary of nature comparable to Ooty. An ideal place for trekking. Tourist cottages are available here.,"Mangalore International Airport at a distance of 125km, serves as the nearest airport to reach Ranipuram.","Ranipuram is among the smallest hill stations in Kerala, and it does not have a railway station. In order to reach Ranipuram by train, visitors can board a train to Kanhangad Railway Station which is around 45km from the hill station.",Ranipuram is at a distance of about 55 Km from Kanhangad.
69,Kerala,Kasargod,Bekal fort,Histroic,https://i.postimg.cc/sfZVTKTd/21.jpg,"Bekal â€“Â Bekal Fort, is the largest fort in Kerala, situated at Bekal, Pallikera village in Hosdurg Taluk in Kasaragod district, Kerala and it is 65 km from Mangalore city spreading over 40 acres.","Located at a distance of 80 Kilometers from Mangalore Airport,",The closest major railway stations are Kasargod and Kanhangad. From Bekal .The stations are around 12 km away.,Bekal joins the coastal line between Kasaragod and Kanhangad. It is about 12 km away from Kasaragod.
70,Kerala,Kollam,Jatayu adventure center,Histroic,https://i.postimg.cc/6QmX0GRp/22.jpg,"Jatayu Adventure Center, at Chadayamangalam, 50 km from Trivandrum, Kerala, is a unique entrant in the tourism map of India. The destination is a masterpiece combination of artistry, mythology, technology, culture, adventure, leisure and wellness put together to give every visitor a spellbinding experience.
A complete feast to your eyes, the worldâ€™s largest bird sculpture is the recreation of Mr. Rajiv Anchalâ€™s years of aspiration. To enhance the experience of the mythology get mesmerized at the virtual reality museum and the theatrical magic, rendering the story of the mythical bird Jatayu and its era.",Nearest Airport: Trivandrum International Airport (TRV) - 51.2 Km,"Nearest railway stations to Jatayu Nature park:

Punalur railway station â€“ 25 Kms
Paravur railway station â€“ 27.5 km
Kollam Junction railway station â€“ 38.7 km
Kottarakara railway station â€“ 23.1 km
Varkala railway station â€“ 30 Km","Nearest bus stand to Jatayu nature park: Chadayamangalam
Buses to Chadayamangalam can be searched online at Kerala State road transportation corporation site. Local buses also ply from Kollam, Varkala, Punalur, Kottarakkara etc.
Kollam KSRTC Bus Station â€“ 40.4 km"
71,Kerala,Kollam,Thenmala,Natural,https://i.postimg.cc/6qVgD77R/23.jpg,"Thenmala is Indiaâ€™s first planned eco-tourism destination. Located in the foothills of the Western Ghats, in Keralaâ€™s Kollam district, Thenmala is also a UNESCO World Heritage Site. A government-managed facility, this unique destination offers great opportunities for adventure and leisure, along with being one with nature.",Nearest Airport: Trivandrum International Airport (TRV) - 75 Km,"Nearest railway station: Thenmala railway station â€“ 1 Km, Kottarakara railway station â€“ 41 km, Kollam Junction railway station â€“ 69 Km away","Thenmala is the meeting point of Kollam-Shencottah road and Trivandrum-Shencottah road, surrounded by dense forest and is 66 kms east of Kollam."
72,Kerala,Kollam,Palaruvi waterfalls,Histroic,https://i.postimg.cc/5yfnQs0Y/25.jpg,"Palaruvi Waterfalls, which literally translates to â€˜Stream of Milkâ€™, comes down through rocks from a height of 300 feet. This has turned into a delightful picnic spot where one can enjoy a spectacular view uninterrupted. The rocky terrain one has to traverse before reaching it can be cumbersome but once these majestic waterfalls come into sight, any kind of fatigue disappears immediately. The cool water is frequented by those seeking a refreshing dip and it regularly attracts people in large numbers.","Nearest airport: Trivandrum International Airport, about 72 km from Kollam town","Nearest railway station: Kollam, about 75 km away",Punalur Bus Station at 35 Kms
73,Kerala,Kottayam,Illickal kallu,Naturl,https://i.postimg.cc/pLdm2Dqk/32.jpg,"Three hills, each rising to 4,000 ft and above, together form this huge hill. Each of these hills have a peculiar shape. One of them resembles a mushroom owing to which it gets its name Kuda Kallu (umbrella shaped rock). The medicinal herb Neela Koduveli, which bathes the hillsides in blue, grows here. This flower is also believed to possess supernatural powers which could increase wealth and ensure a rich harvest. The second hill has a small hunch on the sides and is therefore referred to as Koonu Kallu (hunchback rock). Across this rock is a 1/2 feet wide bridge called Narakapalam (bridge to hell). From the hilltops, the Arabian Sea can be seen in the distant horizon as a thin blue line. The sunset on a full moon day is sensational, when the moon can be seen rising up like another sun, as the orange sun goes down.","Nearest airports are Cochin International Airport, Ernakulam District (84.8 Km)&
Trivandrum International Airport, Thiruvananthapuram District (186 Km)","Railway Station Kottayam (56.5 Km)
(Enquiry: 0481-2563535, 2567360, 2567491)","(KSRTC, Kottayam (58.6 Km)
(Enquiry: 0481 2562908)"
74,Kerala,Kottayam,Aruvikuzhy waterfalls,Naturl,https://cdn.s3waas.gov.in/s3577ef1154f3240ad5b9b413aa7346a1e/uploads/bfi_thumb/2022061015-scaled-pq3gcuttilgt0xxnadt6jcu7mxwb14j3nyu54ad8ju.jpg,"Aruvikuzhi is a beautiful picnic spot and an ideal shooting location for movies. Aruvikuzhy Waterfalls, falling in five steps, is a real feast for the eyes. Here streams make their way through the landscape and the water roars as it cascades down the mountains from a height of 100 ft. It is an ideal place for trekking and is located in the midst of rubber plantations. The famous St. Maryâ€™s Church is situated at the top of the waterfalls. The rubber plantation centre. Pallickathod, is just 1 km from this spot.","Nearest airports are Cochin International Airport, Ernakulam District (85.5 Km)&
Trivandrum International Airport, Thiruvananthapuram District (155 Km)","Railway Station Kottayam (20.8 Km)
(Enquiry: 0481-2563535, 2567360, 2567491)","(KSRTC, Kottayam (22.5 Km)
(Enquiry: 0481 2562908)"
75,Kerala,Kottayam,Malarikkal village tourism,Adventure,https://i.postimg.cc/tRtJWrc2/33.jpg,Magical place shaded in Pink at Thiruvarppu near Kumarakom,"Nearest airports are Cochin International Airport, Ernakulam District (84.3 Km)&
Trivandrum International Airport, Thiruvananthapuram District (156 Km)","Railway Station Kottayam (7.6 Km)
(Enquiry: 0481-2563535, 2567360, 2567491)","KSRTC, Kottayam (6.9 Km)
(Enquiry: 0481 2562908)"
76,Kerala,Kottayam,Ilaveezhapoonchira,Naturl,https://cdn.s3waas.gov.in/s3577ef1154f3240ad5b9b413aa7346a1e/uploads/bfi_thumb/2018032460-olw8q3c2dgl0focsnopbn55t6ablkn37reg9wpk39m.jpg,"Ilaveezha poonchira, a hill station near Melukavu Mattom, 60kms from Kottayam is gaining tourist importance.
Located among three beautiful hillocks Mankunnu, Kudayathoormala and Thonippara, Poonchira is a place of picturesque charm. Legends say that the pool here was a bathing place for Panchali the legendary heroine of Mahabharata. The D.T.P.C. is developing this place into a trekking spot. A tourist bungalow with rooms and dormitory to accommodate 15 people has been constructed. The beautiful valleys of Poonchira are spread across thousands of acres. The verdant landscape punctuated by the gigantic hills, each rising to around 3200 ft. is an ideal place to unwind. During the monsoons when the valley fills up to form a scenic lake, this place unveils yet another beautiful slice of nature. Ilaveezha poonchira means valley where leaves donâ€™t fall and is named so because the place has no trees. This is also one of the best places in Kerala to witness both the sun rise and sunset.","Nearest airports are Cochin International Airport, Ernakulam District (76.9 Km)&
Trivandrum International Airport, Thiruvananthapuram District (186.6 Km)","Railway Station Kottayam (55 Km)
(Enquiry: 0481-2563535, 2567360, 2567491)","KSRTC, Kottayam (56 Km)
(Enquiry: 0481 2562908)"
